url,title,total_score,alignment_30,content_quality_20,actionable_20,seo_value_15,redundancy_10,user_value_5,recommendation,justification,consolidate_suggestion,legal_hold,possible_legal_hold,legal_hold_reason,needs_manual_review,review_reasons,dap_visits,dap_pageviews,scored_at
https://www.gsa.gov/blog/2022/01/20/how-gsa-worked-to-build-a-more-sustainable-prosperous-and-equitable-future-in-2021,"How GSA Worked to Build a More Sustainable, Prosperous, and Equitable Future in 2021 | GSA",10,5,0,0,2,2,1,Needs review,"Flagged for manual review (not-found-404, js-rendered); not auto-deleted. Page returns a 404 error with no content; the blog post no longer exists and has negligible traffic, making it worthless to retain.",,,,,yes,not-found-404; js-rendered,51,52,2026-08-17T20:05:52.396Z
https://www.gsa.gov/photos/danny-patida-speaking-at-bota-community-engagement-meeting,Danny Patida Speaking at BOTA Community Engagement Meeting | GSA,10,5,1,1,2,0,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Single photo page with 9 words of body content, no substantive information, part of a 203-page duplicate cluster, and negligible traffic (41 visits).",,,,,yes,js-rendered,41,41,2026-08-17T20:21:32.123Z
https://www.gsa.gov/photos/rockaway-grove,Rockaway Grove | GSA,10,5,1,2,1,0,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Near-zero word count and no substantive content rendered (JS-dependent photo gallery with 9 words of body text), part of a 203-page duplicate cluster, no meta description, and negligible traffic (63 visits).",,,,,yes,js-rendered,63,65,2026-08-17T20:29:56.440Z
https://www.gsa.gov/photos/berta-margoulies-19071996,Berta Margoulies (1907-1996) | GSA,10,5,1,1,2,0,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Near-zero body content (9 words, JS-rendered shell), no meta description, part of a 203-page duplicate cluster, minimal traffic (38 visits), and provides no actionable value beyond a photo gallery stub that fails to render.",,,,,yes,js-rendered,38,37,2026-08-17T20:36:48.881Z
https://www.gsa.gov/photos/r8s-19th-annual-diversity-training-1,R8's 19th Annual Diversity Training | GSA,10,5,1,1,1,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. A near-empty photo gallery page for a regional diversity training event with only 9 words of body content, no meta description, 203-page duplicate cluster, and negligible traffic (46 visits) provides no substantive value to any line of business.",,,,,yes,js-rendered,46,45,2026-08-17T20:37:00.846Z
https://www.gsa.gov/about-gsa/gsa-galleries/gsa-and-usda-unlock-16-billion-in-savings,GSA and USDA unlock $1.6 billion in savings | GSA,11,5,1,2,2,0,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. This page is essentially a broken JS-rendered shell with only 9 words of body content, no substantive information, and belongs to a duplicate cluster of 203 pages, making it worthless as a standalone resource.",,,,,yes,js-rendered,63,64,2026-08-17T19:28:07.479Z
https://www.gsa.gov/photos/beebe-plain-historical-transformation-album,Beebe Plain historical transformation album | GSA,11,5,1,2,2,0,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Near-zero word count and no meta description indicate a JavaScript-rendered photo gallery shell with no substantive content, extremely low traffic, and no actionable value; it belongs to a 203-page duplicate cluster making it highly redundant.",,,,,yes,js-rendered,76,75,2026-08-17T19:34:23.083Z
https://www.gsa.gov/photos/pbs-industry-day,PBS Industry Day | GSA,11,5,1,2,2,0,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Page renders only 9 words of body text (JS-rendered shell), has no meta description, no substantive content, sits in a 203-page duplicate cluster, and draws only 22 visits—it is effectively an empty photo gallery stub with no recoverable value.",,,,,yes,js-rendered,22,24,2026-08-17T19:34:34.347Z
https://www.gsa.gov/photos/gsa-and-usda-unlock-16-billion-in-savings,GSA and USDA unlock $1.6 billion in savings | GSA,11,5,1,2,2,0,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Page renders only 9 words of actual content (a photo gallery shell with no substantive text, no images loaded, no description), has a duplicate cluster of 203, near-zero traffic, and provides no actionable value to any user.",,,,,yes,js-rendered,28,28,2026-08-17T19:37:21.972Z
https://www.gsa.gov/photos/take-our-daughters-and-sons-to-work-day,Take Our Daughters and Sons to Work Day | GSA,11,5,1,2,2,0,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Page renders only 9 words of actual content (a photo gallery stub), has no meta description, is part of a 203-page duplicate cluster, and draws negligible traffic (28 visits), making it essentially valueless.",,,,,yes,js-rendered,28,57,2026-08-17T19:37:25.190Z
https://www.gsa.gov/photos/freedom-250-cornerstone-in-huntsville,Freedom 250 cornerstone in Huntsville | GSA,11,5,1,1,2,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. This is a near-empty JS-rendered photo gallery page with only 9 words of body text, no meta description, part of a 203-page duplicate cluster, and negligible traffic (24 visits), providing no substantive content or user value.",,,,,yes,js-rendered,24,27,2026-08-17T19:37:25.273Z
https://www.gsa.gov/photos/administrator-forst-visits-chicago,Administrator Forst visits Chicago | GSA,11,5,1,2,2,0,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. A photo gallery page for an administrator visit with only 9 words of body text, no meta description, no substantive content, 27 total visits, and part of a 203-page duplicate cluster—it provides no lasting informational or operational value.",,,,,yes,js-rendered,27,32,2026-08-17T19:41:28.080Z
https://www.gsa.gov/photos/government-efficiency-summit,Government Efficiency Summit | GSA,11,5,1,2,3,0,0,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Page renders only 9 words of actual content (a photo gallery shell with no substantive text, no description, no downloads, and no unique value), is part of a 203-page duplicate cluster, and has zero traffic data to justify retention.",,,,,yes,js-rendered,,,2026-08-17T20:10:32.061Z
https://www.gsa.gov/photos/r8-hawk-story,R8 Hawk Story | GSA,11,5,1,2,1,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. This page has only 9 words of actual content, no meta description, is part of a 203-page duplicate cluster, has near-zero traffic (38 visits), and appears to be a broken JS-rendered photo gallery with no substantive informational or actionable value.",,,,,yes,js-rendered,38,37,2026-08-17T20:36:29.098Z
https://www.gsa.gov/about-gsa/gsa-galleries/government-service-delivery-2026,Government Service Delivery 2026 | GSA,12,5,1,2,3,0,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Near-zero word count (9 words) indicates a JS-rendered shell with no substantive content, part of a 203-page duplicate cluster, negligible traffic (35 visits), and a photo gallery page with no clear alignment to any GSA line of business.",,,,,yes,js-rendered,35,36,2026-08-17T17:04:33.514Z
https://www.gsa.gov/about-gsa/gsa-galleries/administrator-forst-visits-chicago,Administrator Forst visits Chicago | GSA,12,5,1,1,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Near-zero content (9 words, JS-rendered photo gallery that failed to load), extremely low traffic, part of a 203-page duplicate cluster, and no actionable or informational value beyond a legacy administrator visit photo gallery.",,,,,yes,js-rendered,105,112,2026-08-17T17:10:52.397Z
https://www.gsa.gov/about-gsa/gsa-galleries/june-2026-town-hall,June 2026 town hall | GSA,12,5,1,2,3,0,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Near-zero word count (9 words) indicates a JS-rendered shell with no substantive content, the page is one of 203 duplicates in its cluster, and 33 DAP visits signals negligible user demand for a future-dated event photo gallery.",,,,,yes,js-rendered,33,34,2026-08-17T17:12:17.698Z
https://www.gsa.gov/about-gsa/gsa-galleries/freedom-250-cornerstone-in-huntsville,Freedom 250 cornerstone in Huntsville | GSA,12,5,1,1,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. This page contains only 9 words of actual content (a photo gallery stub with no images rendered), sits in a duplicate cluster of 203, has near-zero traffic (59 visits), and provides no actionable value or meaningful alignment with any GSA line of business.",,,,,yes,js-rendered,59,61,2026-08-17T17:18:44.162Z
https://www.gsa.gov/about-gsa/gsa-galleries/take-our-daughters-and-sons-to-work-day,Take Our Daughters and Sons to Work Day | GSA,12,5,1,1,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. This page contains virtually no content (9 words, JS-rendered shell) about a one-time annual employee event photo gallery, has negligible traffic (64 visits), sits in a duplicate cluster of 203, and provides no meaningful public or federal employee value.",,,,,yes,js-rendered,64,81,2026-08-17T19:28:04.507Z
https://www.gsa.gov/about-gsa/gsa-galleries/bsas-transform-2026,BSA's TRANSFORM 2026 | GSA,12,5,1,2,2,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. This page has only 9 words of actual body content (JS-rendered shell), is part of a 203-page duplicate cluster, has near-zero traffic (48 visits), and provides no substantive information about BSA's TRANSFORM 2026 beyond a title.",,,,,yes,js-rendered,48,58,2026-08-17T19:28:10.449Z
https://www.gsa.gov/photos/bsas-transform-2026,BSA's TRANSFORM 2026 | GSA,12,5,1,2,2,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Page rendered only 9 words of body text (JS-rendering failure), has no meta description, belongs to a duplicate cluster of 203, and received only 22 DAP visits—there is no recoverable content value.",,,,,yes,js-rendered,22,23,2026-08-17T19:30:01.864Z
https://www.gsa.gov/about-gsa/gsa-galleries/psc-leadership-summit-2026,PSC Leadership Summit 2026 | GSA,12,5,1,2,3,0,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. A near-empty photo gallery page (9 words of real content) for a future 2026 event with virtually no traffic, no substantive content, and belonging to a duplicate cluster of 203 pages offers negligible value.",,,,,yes,js-rendered,26,27,2026-08-17T19:30:03.806Z
https://www.gsa.gov/photos/gsa-and-opm-announce-partnership,GSA and OPM announce partnership | GSA,12,5,1,2,2,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. This page contains only 9 words of actual body text with no substantive content about the GSA-OPM partnership—it is a broken or JS-rendered photo gallery shell with no real informational value, near-zero traffic, and belongs to a duplicate cluster of 203 pages.",,,,,yes,js-rendered,32,40,2026-08-17T19:34:31.223Z
https://www.gsa.gov/photos/ibm-think-gov-2026,IBM Think Gov 2026 | GSA,12,5,1,2,2,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Near-zero word count (9 words) with no substantive content, no meta description, a duplicate cluster of 203, and only 60 DAP visits indicates this is a JS-rendered photo gallery stub with negligible informational or mission value.",,,,,yes,js-rendered,60,69,2026-08-17T19:41:29.577Z
https://www.gsa.gov/photos/danville-us-border-station-1,Danville U.S. Border Station | GSA,12,5,1,2,2,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. This page has only 9 words of actual body content, no meta description, is part of a 203-page duplicate cluster, and provides no substantive information about the Danville U.S. Border Station beyond a photo gallery shell that failed to render.",,,,,yes,js-rendered,53,57,2026-08-17T20:29:32.421Z
https://www.gsa.gov/photos/dfc-wellness-center-absolute-fitness,DFC Wellness Center Absolute Fitness | GSA,12,5,1,2,2,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Near-zero word count, no substantive content beyond a photo gallery shell, part of a 203-page duplicate cluster, and negligible traffic (48 visits) make this page valueless.",,,,,yes,js-rendered,48,51,2026-08-17T20:36:42.100Z
https://www.gsa.gov/photos/utah-field-office-earthquake-march-2020,Utah Field Office Earthquake March 2020 | GSA,12,5,1,2,2,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. A near-empty photo gallery page with only 9 words of body text, no meta description, 203-page duplicate cluster, and negligible traffic (40 visits) offers no substantive content or user value.",,,,,yes,js-rendered,40,39,2026-08-17T20:36:57.469Z
https://www.gsa.gov/about-gsa/gsa-galleries/gsa-headquarters-building-exterior-commemorating-250th-birthday-of-the-nation,GSA headquarters building exterior commemorating 250th birthday of the nation | GSA,13,5,1,2,4,0,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Near-zero word count (9 words) indicates a JS-rendered photo gallery shell with no substantive content, extremely low traffic (43 visits), and belongs to a duplicate cluster of 203 pages, making it essentially valueless for any line of business.",,,,,yes,js-rendered,43,59,2026-08-17T16:54:59.245Z
https://www.gsa.gov/about-gsa/gsa-galleries/ibm-think-gov-2026,IBM Think Gov 2026 | GSA,13,5,1,2,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Near-zero content (9 words, JS-rendered photo gallery for a future 2026 event) with negligible traffic, massive duplicate cluster of 203, and no substantive informational or actionable value beyond boilerplate navigation.",,,,,yes,js-rendered,53,56,2026-08-17T17:02:01.219Z
https://www.gsa.gov/about-gsa/gsa-galleries/government-efficiency-summit,Government Efficiency Summit | GSA,13,5,1,2,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Page renders only 9 words of actual content (a photo gallery shell with no substantive text, no downloads, and near-zero traffic), is buried in a 203-page duplicate cluster, and provides no durable informational or actionable value.",,,,,yes,js-rendered,15,17,2026-08-17T19:37:28.087Z
https://www.gsa.gov/photos/federal-center-station-photo-album,Federal Center Station Photo Album | GSA,13,6,1,2,2,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Near-zero body content (9 words, JS-rendered photo album with no substantive text), no meta description, part of a 203-page duplicate cluster, minimal traffic (57 visits), and no meaningful alignment with any GSA line of business.",,,,,yes,js-rendered,57,58,2026-08-17T20:10:57.968Z
https://www.gsa.gov/directives-library/by-category/sub-category?cat=Emergency%2BResponse%2FContinuity%2Bof%2BOperations&sub_cat=Climate%2BChange,| GSA,13,5,1,3,1,0,3,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Page renders only 9 words of body text via JavaScript with no title, no meta description, and no substantive content—it is a broken/empty filtered view of the Directives Library that provides no user value despite moderate traffic likely driven by the parent library URL.",,,,,yes,js-rendered,5600,6469,2026-08-17T20:34:54.092Z
https://www.gsa.gov/photos/harold-weston-18941972,Harold Weston (1894-1972) | GSA,13,5,1,2,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Page renders only 9 words of body text with no actual photo gallery content, has no meta description, belongs to a duplicate cluster of 203, and draws negligible traffic (39 visits).",,,,,yes,js-rendered,39,38,2026-08-17T20:36:45.072Z
https://www.gsa.gov/photos/rockaway-grove-photo-gallery,Rockaway Grove Photo Gallery | GSA,13,5,1,2,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Near-zero word count and body text indicate a JavaScript-rendered photo gallery with no substantive content captured, extremely low traffic (39 visits), and it belongs to a duplicate cluster of 203 pages, making it essentially valueless in its current crawlable form.",,,,,yes,js-rendered,39,39,2026-08-17T20:36:48.325Z
https://www.gsa.gov/buy-through-us/purchasing-programs/shared-services/pegasys-financial-services/helpful-government-links,Helpful government links | GSA,14,5,1,3,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. This page contains virtually no content (9 words of body text) beyond a list of external links, is part of a 203-page duplicate cluster, and provides negligible unique value that couldn't be replaced by inline links within the Pegasys service page itself.",,,,,yes,js-rendered,241,282,2026-08-17T16:44:18.403Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-1-newsroom/press-releases,Press Releases | GSA,14,5,2,2,3,1,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. This is a legacy Region 1 press release archive page with near-zero actual content (only navigation boilerplate visible), extremely low traffic, and belongs to a duplicate cluster of 87 similar pages with no actionable or unique value.",,,,,,,201,235,2026-08-17T17:03:36.268Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-4-newsroom/around-the-region,Around the Region | GSA,14,5,2,3,2,1,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. This is a legacy regional news archive listing page with near-zero unique content, a duplicate cluster of 87, minimal traffic (221 visits), no substantive body text, and no alignment with any current GSA line of business.",,,,,,,221,233,2026-08-17T17:21:34.649Z
https://www.gsa.gov/photos/public-sale-of-regional-office-building,Public sale of Regional Office Building | GSA,14,8,1,2,2,0,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Page renders only 9 words of actual content (a photo gallery shell with no images or substantive text), has no meta description, sits in a duplicate cluster of 203, and draws only 39 visits—providing virtually no user or search value.",,,,,yes,js-rendered,39,39,2026-08-17T19:41:27.019Z
https://www.gsa.gov/photos/fort-fairfield-historical-transformation-album,Fort Fairfield historical Transformation album | GSA,14,8,1,2,2,0,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Page renders only 9 words of body text with no actual photo content, no meta description, and belongs to a duplicate cluster of 203—it provides no substantive value to any line of business.",,,,,yes,js-rendered,70,80,2026-08-17T19:46:37.907Z
https://www.gsa.gov/photos/commercial-coworking-photo-gallery,Commercial co-working photo gallery | GSA,14,8,1,2,2,0,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Page renders only 9 words of body text with no actual photo gallery content, has no meta description, sits in a duplicate cluster of 203, and draws negligible traffic (48 visits), making it effectively a broken JS-rendered shell with no user or SEO value.",,,,,yes,js-rendered,48,51,2026-08-17T19:47:15.579Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-1-newsroom/feature-stories,Feature Stories | GSA,14,5,2,2,3,1,1,Archive,"Press release / newsroom historical record (searchable archive): preserved as historical record (archive), not deleted. This is a legacy Region 1 news archive feature stories page with near-zero substantive content, 189 visits, a duplicate cluster of 87, and no unique actionable value—it is essentially navigation boilerplate with no actual feature story content visible.",,,,,,,189,205,2026-08-17T19:47:48.672Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-10-newsroom/feature-stories/northwestarctic-region-leads-way-in-covid19-response-04022020,Northwest/Arctic Region Leads Way in COVID-19 Response | GSA,14,5,2,2,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Archived 2020 COVID-19 regional feature story with only 47 words of actual content, 28 visits, part of a 46-page duplicate cluster, and no substantive information beyond a boilerplate archive disclaimer.",,,,,yes,js-rendered,28,28,2026-08-17T20:13:33.315Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-1-newsroom/press-releases?year=2025,Press Releases | GSA,14,5,2,2,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Archived regional press release page with only 47 words of actual content, stale metadata referencing a single auction, part of a 46-page duplicate cluster, and minimal traffic (201 visits); the archive notice itself directs users elsewhere.",,,,,yes,js-rendered,201,235,2026-08-17T20:23:08.517Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-1-newsroom/press-releases?year=2024,Press Releases | GSA,14,5,2,2,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Archived regional press release page with only 47 words of actual content, stale metadata referencing a single land auction, part of a 46-page duplicate cluster, and minimal traffic (201 visits); the archive notice itself directs users elsewhere.",,,,,yes,js-rendered,201,235,2026-08-17T20:23:10.258Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-10-newsroom/r10-press-releases?year=2023,R10 Press Releases | GSA,14,5,2,2,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Archived 2023 regional press release index with only 47 words of body content, no actual press releases rendered, part of a 46-page duplicate cluster, and minimal traffic (223 visits); the archived disclaimer itself directs users elsewhere.",,,,,yes,js-rendered,223,236,2026-08-17T20:23:11.999Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-5-newsroom/great-lakes-feature-stories-and-news-releases?year=2023,Great Lakes Feature Stories and News Releases | GSA,14,5,2,2,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Archived regional press release page with only 47 words of body text, no actual content rendered (JS-rendered shell), part of a 46-page duplicate cluster, minimal traffic (263 visits), and explicitly labeled outdated—no unique value to retain.",,,,,yes,js-rendered,263,279,2026-08-17T20:23:13.228Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-5-newsroom/great-lakes-feature-stories-and-news-releases?year=2024,Great Lakes Feature Stories and News Releases | GSA,14,5,2,2,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. This is a near-empty archived regional news page with only 47 words, no actual content rendered, part of a 46-page duplicate cluster, and minimal traffic (263 visits); the page itself acknowledges it is outdated and directs users elsewhere.",,,,,yes,js-rendered,263,279,2026-08-17T20:23:15.071Z
https://www.gsa.gov/photos/property-photos-80-daniel-street-updated,Property photos: 80 Daniel Street updated | GSA,14,8,1,2,2,0,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Near-zero word count and body content indicate a JS-rendered photo gallery shell with no substantive text, part of a 203-page duplicate cluster, minimal traffic (46 visits), and no meaningful informational or actionable value beyond a single property photo update.",,,,,yes,js-rendered,46,45,2026-08-17T20:29:36.164Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-7-newsroom/greater-southwest-feature-stories-and-news-release?year=2020,Greater Southwest Feature Stories and News Releases | GSA,14,5,2,2,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Archived regional news page with only 47 words of body text, explicitly labeled outdated, part of a 46-page duplicate cluster, and minimal traffic (239 visits) offering no substantive content or actionable value.",,,,,yes,js-rendered,239,262,2026-08-17T20:30:14.340Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-1-newsroom/press-releases?year=2022,Press Releases | GSA,14,5,2,2,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Archived 2022 regional press release page with only 47 words of boilerplate disclaimer text, no actual content, part of a 46-page duplicate cluster, and negligible traffic (201 visits).",,,,,yes,js-rendered,201,235,2026-08-17T20:30:57.068Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-10-newsroom/r10-press-releases?year=2022,R10 Press Releases | GSA,14,5,2,2,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Archived 2022 regional press release index with only 47 words of body content, no actual press releases rendered, part of a 46-page duplicate cluster, and explicitly labeled outdated—minimal traffic (223 visits) does not justify retention.",,,,,yes,js-rendered,223,236,2026-08-17T20:31:00.383Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-4-newsroom/news-releases?year=2024,News Releases | GSA,14,5,2,2,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Archived regional news page with only 47 words of body text, no actual releases visible, part of a 46-page duplicate cluster, minimal traffic (243 visits), and explicitly marked as outdated archived content.",,,,,yes,js-rendered,243,253,2026-08-17T20:31:08.579Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-9-newsroom/feature-stories?year=2021,Feature Stories | GSA,14,5,2,2,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Archived regional feature stories page with only 47 words of actual content, part of a 46-page duplicate cluster, explicitly labeled outdated, and offers no substantive information or actionable value.",,,,,yes,js-rendered,179,180,2026-08-17T20:31:14.687Z
https://www.gsa.gov/photos/workplace-macquarie-building-photos,Workplace Macquarie building photos | GSA,14,8,1,2,2,0,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Page renders only 9 words of body text with no actual photo content, no description, and sits in a duplicate cluster of 203—essentially a broken JS-rendered shell with negligible traffic and zero substantive value.",,,,,yes,js-rendered,56,55,2026-08-17T20:36:02.612Z
https://www.gsa.gov/about-gsa/newsroom/former-gsa-regional-news-archive/region-7-newsroom/greater-southwest-feature-stories-and-news-release?year=2021,Greater Southwest Feature Stories and News Releases | GSA,14,5,2,2,3,1,1,Needs review,"Flagged for manual review (js-rendered); not auto-deleted. Archived regional news page with only 47 words of body text, explicitly labeled outdated, part of a 46-page duplicate cluster, and minimal traffic (239 visits).",,,,,yes,js-rendered,239,262,2026-08-17T20:37:15.084Z
